pdf_hash;body_id;azm_deg;azm_src;dip_deg;dip_src;ddr_deg;ddr_src;stl_m;stl_src;twd_m;twd_src;dwd_m;dwd_src;plg_deg;plg_src;pdr_deg;pdr_src;ore_shape;target_name;target_role;evidence_pages
441BB576;1;;;;;;;1800.0;exact;650.0;exact;1300.0;bounded|range_mean;;;;;IRR;La Colorada skarn deposit;MAIN;48
441BB576;2;;;;;;;;;30.0;approx_magnitude;;;;;;;TAB;La Colorada skarn deposit;MAIN;48
43E7C21F;1;105.0;exact;;;;;500.0;exact;2.8;range_mean;;;;;;;TAB;Pirquitas;MAIN;60
43E7C21F;2;105.0;exact;;;;;100.0;range_mean;40.0;range_mean;;;;;;;TAB;Pirquitas;MAIN;60
43E7C21F;3;;;;;;;300.0;exact;130.0;range_mean;;;;;;;SWK;Pirquitas;MAIN;61
43E7C21F;4;;;;;;;;;;;400.0;bounded;;;;;N/A;Pirquitas;MAIN;66
458B4AB9;1;;;85.0;range_mean;337.5;from_dip_cardinal;310.0;exact;3.5;range_mean;;;;;;;TAB;XHP;MAIN;44
458B4AB9;2;;;78.5;range_mean;315.0;from_dip_cardinal;110.0;exact;1.0;exact;;;;;;;TAB;XHP;MAIN;44
458B4AB9;3;;;80.0;range_mean;157.5;from_dip_cardinal;;;;;;;;;;;TAB;XHP;MAIN;44
458B4AB9;4;;;83.0;range_mean;157.5;from_dip_cardinal;230.0;exact;0.6;range_mean;;;;;;;TAB;XHP;MAIN;45
458B4AB9;5;;;82.5;range_mean;315.0;from_dip_cardinal;140.0;exact;1.2;exact;;;;;;;LEN;XHP;MAIN;45
458B4AB9;6;;;61.0;range_mean;270.0;from_dip_cardinal;185.0;exact;0.8;range_mean;;;;;;;LEN;XHP;MAIN;45
458B4AB9;7;;;84.5;range_mean;270.0;from_dip_cardinal;80.0;exact;0.8;exact;;;;;;;TAB;XHP;MAIN;46
458B4AB9;8;;;;;;;475.0;exact;2.9;exact;;;;;;;TAB;XHP;MAIN;47
459D1214;1;;redundant_with_ddr;60.0;exact;180.0;from_dip_cardinal;1600.0;exact;60.0;bounded;430.0;exact;;;;;TAB;Avino Vein;MAIN;25|61
45A8DF79;1;;;;;;;300.0;approx_magnitude;;;;;;;;;TAB;SGX Area;MAIN;20
45A8DF79;2;;;;;;;;;9.0;bounded|approx_magnitude|bounded;;;;;;;TAB;SGX Area;MAIN;20
45A8DF79;3;;;;;;;45.0;range_mean;1.7;range_mean;45.0;range_mean;;;;;IRR;SGX Area;MAIN;20
45A8DF79;4;;;;;;;;;0.6;bounded|range_mean;;;;;;;TAB;SGX Area;MAIN;22
45A8DF79;5;;;;;;;100.0;exact;1.0;bounded;100.0;exact;;;;;TAB;SGX Area;MAIN;22
45BD3392;1;;;;;;;500.0;bounded;4.6;exact;1000.0;bounded;;;;;TAB;BTG Property Veins;MAIN;26
45BD3392;2;;;25.0;range_mean;45.0;from_dip_cardinal;;;;;;;;;;;IRR;BTG Property Veins;MAIN;25
45BD3392;3;;redundant_with_ddr;45.0;exact;0.0;from_dip_cardinal;;;;;;;;;;;TAB;BTG Property Veins;MAIN;26
45BD3392;4;;redundant_with_ddr;45.0;exact;180.0;from_dip_cardinal;;;;;;;;;;;TAB;BTG Property Veins;MAIN;26
45BD3392;5;90.0;exact;;;;;;;;;;;;;;;TAB;BTG Property Veins;MAIN;26
45BD3392;6;;;;;;;426.7;bounded;;;304.8;bounded;;;;;TAB;BTG Property Veins;MAIN;28
4676EFB9;1;;;67.5;range_mean;270.0;from_dip_cardinal;3500.0;exact;30.0;bounded;;;;;;;TAB;Cinco Minas;MAIN;47
4676EFB9;2;;;;;;;;;;;;;67.5;range_mean;;;IRR;Cinco Minas;MAIN;48
4676EFB9;3;;;;;;;320.0;exact;;;;;;;;;N/A;Cinco Minas;MAIN;48
45E9C93A;1;;;70.0;exact;;;2000.0;exact;0.9;range_mean;300.0;exact;;;;;TAB;Cerro Hermoso;MAIN;43
45E9C93A;2;;;;;;;;;2.5;range_mean;;;;;;;MNT;Cerro Hermoso;MAIN;46
4736BA91;1;;;;;;;45.0;bounded|range_mean;1.7;range_mean;45.0;bounded|range_mean;;;;;IRR;SGX;MAIN;54|55
4736BA91;2;;;77.5;range_mean;312.5;range_mean;1800.0;exact;4.1;range_mean;900.0;exact;;;;;TAB;SGX;MAIN;59
4736BA91;3;;;78.5;range_mean;307.5;range_mean;3590.0;exact;2.8;range_mean;950.0;exact;;;;;TAB;SGX;MAIN;59
4736BA91;4;;;70.0;range_mean;297.5;range_mean;1300.0;exact;4.6;range_mean;900.0;exact;;;;;TAB;SGX;MAIN;59
4736BA91;5;;;76.0;range_mean;302.5;range_mean;1900.0;exact;7.9;range_mean;1005.0;exact;;;;;TAB;SGX;MAIN;59
4736BA91;6;;;86.5;range_mean;119.5;range_mean;2200.0;exact;4.2;range_mean;885.0;exact;;;;;TAB;SGX;MAIN;59
4736BA91;7;;;65.0;range_mean;292.5;range_mean;1000.0;exact;2.6;range_mean;900.0;exact;;;;;TAB;SGX;MAIN;59
4736BA91;8;;;70.0;range_mean;295.0;range_mean;1700.0;exact;3.4;range_mean;950.0;exact;;;;;TAB;SGX;MAIN;59
4736BA91;9;;;65.0;range_mean;305.0;range_mean;900.0;exact;3.4;range_mean;650.0;exact;;;;;TAB;SGX;MAIN;59
4736BA91;10;;;75.0;range_mean;302.5;range_mean;1600.0;exact;5.0;range_mean;800.0;exact;;;;;TAB;SGX;MAIN;59
4736BA91;11;;;67.5;range_mean;100.0;range_mean;1500.0;exact;0.9;range_mean;820.0;exact;;;;;TAB;SGX;MAIN;59
4736BA91;12;;;72.5;range_mean;315.0;exact;;;;;;;;;;;TAB;SGX;MAIN;56
48939B79;1;;;;;;;;;;;;;;;;;TAB;Silver Sand;MAIN;24
4A8AD175;1;;;;;;;150.0;bounded;40.0;range_mean;300.0;bounded;;;;;IRR;La Negra;MAIN;19
4A8AD175;2;;;70.0;exact;225.0;from_dip_cardinal;;;;;;;50.0;exact;315.0;from_cardinal;TAB;La Negra;MAIN;18|19
4B44DC34;1;;;;;;;;;2.0;exact;;;;;;;TAB;La Colorada;MAIN;21
4B44DC34;2;90.0;exact;;;;;;;15.0;bounded;;;;;;;TAB;La Colorada;MAIN;21
4B44DC34;3;;;;;;;;;1.5;range_mean;;;;;;;TAB;La Colorada;MAIN;22
4B44DC34;4;;;;;;;;;2.9;exact;;;;;;;TAB;La Colorada;MAIN;22
4B44DC34;5;;;;;;;;;2.4;exact;;;;;;;TAB;La Colorada;MAIN;22
4B44DC34;6;;;;;;;;;2.0;exact;;;;;;;TAB;La Colorada;MAIN;22
4B44DC34;7;;;;;;;;;2.2;exact;;;;;;;TAB;La Colorada;MAIN;22
4B44DC34;8;;redundant_with_ddr;70.0;exact;180.0;from_dip_cardinal;700.0;bounded;1.0;exact;;;;;;;TAB;La Colorada;MAIN;22
4B44DC34;9;;redundant_with_ddr;65.0;exact;180.0;from_dip_cardinal;;;1.6;range_mean;;;;;;;TAB;La Colorada;MAIN;23
4B44DC34;10;;redundant_with_ddr;75.0;exact;0.0;from_dip_cardinal;140.0;bounded;1.0;bounded;;;;;;;TAB;La Colorada;MAIN;23
4B44DC34;11;;;;;;;;;2.3;exact;;;;;;;TAB;La Colorada;MAIN;23
4B44DC34;12;;redundant_with_ddr;80.0;exact;0.0;from_dip_cardinal;;;1.8;exact;;;;;;;TAB;La Colorada;MAIN;23
4B44DC34;13;;redundant_with_ddr;70.0;exact;180.0;from_dip_cardinal;;;2.2;exact;;;;;;;TAB;La Colorada;MAIN;23
4B44DC34;14;;;;;;;100.0;bounded;;;400.0;bounded;;;;;TUB;La Colorada;MAIN;19
4B44DC34;15;;;;;;;;;6.0;bounded;;;;;;;MNT;La Colorada;MAIN;22
4B50AB72;1;;;;;;;1.6;range_mean;2.1;range_mean;500.0;bounded;;;;;TAB;Tangana;MAIN;64
4B50AB72;2;;;;;;;;;1.3;exact;;;;;;;TAB;Tangana;MAIN;75
4B50AB72;3;;redundant_with_ddr;75.0;exact;45.0;from_dip_cardinal;1600.0;exact;3.4;range_mean;;;;;;;TAB;Tangana;MAIN;75
4B50AB72;4;;;;;;;1100.0;exact;1.5;exact;;;;;;;TAB;Tangana;MAIN;75
4B50AB72;5;;;;;;;;;1.7;exact;;;;;;;TAB;Tangana;MAIN;78
4B50AB72;6;60.0;exact;;;;;1000.0;exact;0.7;exact;;;;;;;TAB;Tangana;MAIN;78
4B50AB72;7;;;;;;;;;0.8;exact;;;;;;;TAB;Tangana;MAIN;78
4B50AB72;8;;redundant_with_ddr;78.0;exact;45.0;from_dip_cardinal;2000.0;exact;0.8;range_mean;;;;;;;TAB;Tangana;MAIN;78
4B50AB72;9;;redundant_with_ddr;73.0;exact;225.0;from_dip_cardinal;600.0;exact;;;;;;;;;TAB;Tangana;MAIN;78
4B50AB72;10;;;;;;;;;1.1;range_mean;;;;;;;TAB;Tangana;MAIN;78
4D098F54;1;;;;;;;400.0;bounded;;;800.0;bounded;;;;;IRR;Morococha Veins and Mantos;MAIN;38|39
4D098F54;2;;;;;;;;;1.2;exact;;;;;;;TAB;Morococha Veins and Mantos;MAIN;38|39
4D098F54;3;;;;;;;;;10.5;bounded|range_mean;;;;;;;MNT;Morococha Veins and Mantos;MAIN;38
4D098F54;4;;;;;;;;;3.2;bounded|range_mean;;;;;;;TAB;Morococha Veins and Mantos;MAIN;39
4D098F54;5;;;;;;;400.0;from_2d_footprint;70.0;from_2d_footprint;;;;;;;IRR;Morococha Veins and Mantos;MAIN;40
4D14C7BF;1;;;;;;;;unparseable;1.0;exact;;;;;;;TAB;Pingüino;MAIN;33
4D14C7BF;2;;;;;;;;;13.0;bounded;;;;;;;TAB;Pingüino;MAIN;36
4D14C7BF;3;;;;;;;;;20.0;exact;;;;;;;TAB;Pingüino;MAIN;36
4D14C7BF;4;327.5;range_mean;;;;;;;;;;;;;;;TAB;Pingüino;MAIN;36
4D14C7BF;5;;redundant_with_ddr;70.0;range_mean;225.0;from_dip_cardinal;;;;;;;;;;;TAB;Pingüino;MAIN;36
4D14C7BF;6;;redundant_with_ddr;80.0;exact;0.0;from_dip_cardinal;;;;;;;;;;;TAB;Pingüino;MAIN;36
4D9EBDEF;1;;;;;;;;;3.9;range_mean;;;;;;;IRR;Elsa Tailings;MAIN;5|34
4D81389E;1;;;;;;;1600.0;exact;60.0;exact;;;;;;;TAB;Avino Vein;MAIN;62
4D81389E;2;;;;;;;1300.0;bounded;;;600.0;bounded;;;;;TAB;Avino Vein;MAIN;62
4D81389E;3;;redundant_with_ddr;65.0;range_mean;135.0;from_dip_cardinal;;;;;;;;;;;TAB;Avino Vein;MAIN;62
4D81389E;4;;redundant_with_ddr;65.0;range_mean;180.0;from_dip_cardinal;;;;;;;;;;;TAB;Avino Vein;MAIN;63
4DC04EA8;1;;;;;;;;;15.5;range_mean;;;;;;;TAB;San Bartolomé;MAIN;45
4DC04EA8;2;;;;;;;;;38.0;range_mean;;;;;;;TAB;San Bartolomé;MAIN;45
4DC04EA8;3;;;;;;;;;5.5;range_mean;;;;;;;TAB;San Bartolomé;MAIN;45
4DC04EA8;4;45.0;exact;;;;;1200.0;exact;300.0;exact;;;;;;;TAB;San Bartolomé;MAIN;45
4DC04EA8;5;;;;;;;;;3.0;approx_magnitude;1200.0;bounded;;;;;TAB;San Bartolomé;MAIN;54
4DC56A82;1;;;;;;;;;120.0;bounded;;;;;;;TAB;Shallow Silver Zone;MAIN;35
4DED7A68;1;;redundant_with_ddr;70.0;range_mean;90.0;from_dip_cardinal;;;9.0;approx_magnitude;;;;;;;TAB;Bellekeno;MAIN;54|58
4DDC8DC4;1;;;30.0;exact;270.0;from_dip_cardinal;1554.5;exact;;;213.4;exact;;;;;SWK;Rochester;MAIN;65
4DDC8DC4;2;;;;;;;;;1.1;range_mean;;;;;;;TAB;Rochester;MAIN;65
4DDC8DC4;3;;redundant_with_ddr;50.0;range_mean;270.0;from_dip_cardinal;;;;;;;;;;;TAB;Rochester;MAIN;65
4DDC8DC4;4;;;15.0;range_mean;;;;;;;;;;;;;MNT;Rochester;MAIN;65
4DF7115C;1;;;;;;;;;2.0;bounded;500.0;bounded;;;;;TAB;Quiruvilca;MAIN;36
4DF7115C;2;;;;;;;2800.0;exact;700.0;exact;;;;;;;IRR;Quiruvilca;MAIN;38
4DF7115C;3;90.0;exact;75.0;exact;;;;;0.6;exact;;;;;;;TAB;Quiruvilca;MAIN;39
4DF7115C;4;60.0;exact;67.5;range_mean;;;;;0.7;exact;;;;;;;TAB;Quiruvilca;MAIN;40
4DF7115C;5;50.0;exact;67.5;range_mean;;;;;0.8;exact;;;;;;;TAB;Quiruvilca;MAIN;40
4E29AE2A;1;;;;;;;1750.0;range_mean;500.0;exact;;;;;;;IRR;Cerro Cubilete-Cerro de la Mina;MAIN;27
4E29AE2A;2;;;;;;;300.0;exact;80.0;bounded;;;;;;;IRR;Cerro Cubilete-Cerro de la Mina;MAIN;29
4E29AE2A;3;;;;;;;;;15.8;range_mean;;;;;;;TAB;Cerro Cubilete-Cerro de la Mina;MAIN;30
4E29AE2A;4;13.0;exact;;;;;250.0;exact;0.8;exact;;;;;;;TAB;Cerro Cubilete-Cerro de la Mina;MAIN;31
4E29AE2A;5;;;37.5;range_mean;135.0;from_dip_cardinal;;;;;;;;;;;TAB;Cerro Cubilete-Cerro de la Mina;MAIN;28
4E29AE2A;6;;;75.0;range_mean;270.0;from_dip_cardinal;;;;;;;;;;;TAB;Cerro Cubilete-Cerro de la Mina;MAIN;28|30
4EE12A65;1;;;58.5;range_mean;315.0;from_dip_cardinal;;;70.0;exact;;;;;;;TAB;Nivloc;MAIN;53
4EE12A65;2;;;58.5;range_mean;315.0;from_dip_cardinal;;;47.5;range_mean;;;;;;;IRR;Nivloc;MAIN;53|54
4F013677;1;60.0;exact;;;;;1828.8;exact;;;243.8;range_mean;;;;;MNT;Shafter deposit;MAIN;54
4F013677;2;;;;;;;4023.3;bounded;457.2;bounded;;;;;;;MNT;Shafter deposit;MAIN;54
4F013677;3;;;;;;;3218.7;bounded;61.0;bounded;;;;;;;MNT;Shafter deposit;MAIN;53
50348641;1;;;;;;;365.8;bounded;7.7;range_mean;365.8;bounded;;;;;TAB;Tonopah Vein System;MAIN;35|36
50348641;2;;;75.0;range_mean;;;;;2.4;exact;;;;;;;TAB;Tonopah Vein System;MAIN;35
50348641;3;;;;;;;;;15.2;bounded;;;;;;;TAB;Tonopah Vein System;MAIN;35
50537971;1;;;;;;;1000.0;exact;1.2;exact;120.0;exact;;;;;TAB;Castle No. 3;MAIN;41
50537971;2;;;;;;;;;2.0;exact;;;;;;;TAB;Castle No. 3;MAIN;41
50537971;3;;;;;;;100.0;exact;;;;;;;;;TAB;Castle No. 3;MAIN;42
508A7C06;1;;;;;;;;;90.0;approx_magnitude;;;;;;;TAB;Columba;MAIN;32
508A7C06;2;;;;;;;3100.0;bounded;;;540.0;exact;;;;;TAB;Columba;MAIN;32
508A7C06;3;;;;;;;4000.0;from_2d_footprint;3000.0;from_2d_footprint;;;;;;;TAB;Columba;MAIN;32
508A7C06;4;90.0;range_mean;75.0;exact;;;;;;;;;;;;;TAB;Columba;MAIN;32
508A7C06;5;270.0;range_mean;75.0;exact;;;;;;;;;;;;;TAB;Columba;MAIN;32
50ED3629;1;;;;;;;250.0;exact;150.0;exact;;;;;;;BXS;Yecora;MAIN;29
50ED3629;2;;;;;;;;;1.5;range_mean;;;;;;;TAB;Yecora;MAIN;33
50ED3629;3;;;;;;;1000.0;exact;20.0;range_mean;;;;;;;TAB;Yecora;MAIN;33
508857FD;1;;;;;;;2000.0;exact;1600.0;exact;;;;;;;BXS;Chinchillas;MAIN;39
508857FD;2;;;;;;;550.0;exact;450.0;exact;;;;;;;MNT;Silver Mantos Zone;MAIN;47
508857FD;3;;;5.0;exact;;;;;2.0;exact;90.0;bounded;;;;;MNT;Silver Mantos;MAIN;48
508857FD;4;;;;;;;;;20.0;range_mean;;;;;;;IRR;Contact Zone;MAIN;49
508857FD;5;;;40.0;exact;;;;;120.0;bounded;500.0;exact;;;;;IRR;Mantos Basement;MAIN;49
508857FD;6;;;;;;;280.0;exact;175.0;exact;;;;;;;BXS;Socavon del Diablo;MAIN;50
51B64878;1;;redundant_with_ddr;77.5;range_mean;270.0;from_dip_cardinal;3000.0;bounded;21.5;range_mean;230.0;exact;;;;;TAB;Lolón Vein;MAIN;34|36|37
51F9CC3A;1;;redundant_with_ddr;45.0;exact;225.0;from_dip_cardinal;;;30.0;approx_magnitude;700.0;bounded;;;;;TAB;Veta Madre;MAIN;48|50|53
50FC937D;1;;;;;;;;;1.0;exact;;;;;;;TAB;Madre Sierra;MAIN;46
50FC937D;2;;;;;;;;;0.3;exact;;;;;;;TAB;Madre Sierra;MAIN;58
50FC937D;3;;;20.0;range_mean;;;;;5.0;exact;;;;;;;TAB;Madre Sierra;MAIN;58
50FC937D;4;;;;;;;300.0;exact;50.0;exact;;;;;;;SWK;Madre Sierra;MAIN;58
50FC937D;5;;;;;;;;;0.7;exact;;;;;;;TAB;Madre Sierra;MAIN;59
50FC937D;6;;;65.0;exact;270.0;from_dip_cardinal;2000.0;bounded;;;;;;;;;TAB;Madre Sierra;MAIN;61
50FC937D;7;;;;;;;150.0;exact;;;;;;;;;BXS;Madre Sierra;MAIN;60
511369AA;1;;;55.0;range_mean;135.0;from_dip_cardinal;400.0;from_2d_footprint;300.0;from_2d_footprint;;;;;;;N/A;Bilbao;MAIN;32|36
511369AA;2;;;;;;;;;50.0;bounded;;;;;;;TAB;Bilbao;MAIN;36
511369AA;3;;;;;;;;;40.0;exact;;;;;;;N/A;Bilbao;MAIN;36
52A18DBD;1;;;55.0;range_mean;225.0;from_dip_cardinal;25000.0;exact;;;;;;;;;TAB;Veta Madre;MAIN;38
52A18DBD;2;;;;;;;40.0;bounded;;;40.0;bounded;;;;;IRR;Veta Madre;MAIN;43
52A18DBD;3;;;;;;;700.0;exact;;;400.0;exact;;;;;TAB;Veta Madre;MAIN;43
52A18DBD;4;;;;;;;;;30.0;approx_magnitude;;;;;;;TAB;Veta Madre;MAIN;43
526C65BD;1;;;;;;;6096.0;bounded;;;762.0;exact;;;;;TAB;Candelaria;MAIN;48
526C65BD;2;;;40.0;range_mean;0.0;from_dip_cardinal;;;15.7;bounded|range_mean;;;;;;;TAB;Candelaria;MAIN;43
526C65BD;3;;;47.5;range_mean;0.0;from_dip_cardinal;;;35.1;bounded;;;;;;;TAB;Candelaria;MAIN;46
526C65BD;4;;;;;;;30.5;bounded;1.8;range_mean;91.4;approx_magnitude;;;;;IRR;Candelaria;MAIN;47
526C65BD;5;;;;;;;;;0.6;bounded;;;;;;;LEN;Candelaria;MAIN;47
53CA862B;1;320.0;exact;;;;;60.0;bounded;1.5;bounded;;;;;;;N/A;Silver Crown 6;MAIN;12|13
53CA862B;2;;;;;;;;;1.5;range_mean;;;;;;;TAB;Silver Crown 6;MAIN;13
53505AEF;1;;;52.0;exact;45.0;from_dip_cardinal;1200.0;exact;3.8;range_mean;200.0;exact;;;;;TAB;San José;MAIN;43|45
53505AEF;2;;redundant_with_ddr;70.0;exact;225.0;from_dip_cardinal;1300.0;exact;4.9;range_mean;230.0;exact;;;;;TAB;San José;MAIN;44|45
53505AEF;3;;redundant_with_ddr;60.0;range_mean;45.0;from_dip_cardinal;2000.0;bounded;8.0;range_mean;;;;;;;TAB;San José;MAIN;44
53505AEF;4;;;;;;;65.0;range_mean;;;125.0;range_mean;;;;;IRR;San José;MAIN;44
53505AEF;5;;;67.5;range_mean;45.0;from_dip_cardinal;400.0;exact;2.2;range_mean;;;;;;;TAB;San José;MAIN;44
53505AEF;6;;redundant_with_ddr;58.5;range_mean;45.0;from_dip_cardinal;520.0;bounded;1.8;range_mean;;;;;;;TAB;San José;MAIN;44
53505AEF;7;;;72.5;range_mean;45.0;from_dip_cardinal;400.0;bounded;2.8;range_mean;;;;;;;TAB;San José;MAIN;45
53505AEF;8;;;;;;;300.0;bounded;55.0;range_mean;;;;;;;IRR;San José;MAIN;45
53505AEF;9;;;;;;;200.0;bounded;2.0;range_mean;250.0;exact;;;;;TAB;San José;MAIN;45
53505AEF;10;;;;;;;1600.0;exact;;;200.0;exact;;;;;TAB;San José;MAIN;45
53505AEF;11;;;;;;;1200.0;exact;;;;;;;;;TAB;San José;MAIN;45
53505AEF;12;;;;;;;1300.0;exact;;;;;;;;;TAB;San José;MAIN;46
53505AEF;13;;;;;;;1200.0;exact;;;;;;;;;TAB;San José;MAIN;46
53505AEF;14;;;;;;;1000.0;bounded;2.5;range_mean;200.0;bounded;;;;;TAB;San José;MAIN;46
54216D3E;1;;;;;;;;;;;335.0;exact;;;;;IRR;Oculto;MAIN;52
54216D3E;2;;;;;;;;;30.0;bounded;;;;;;;TAB;Oculto;MAIN;59
54216D3E;3;;;;;;;;;25.0;bounded;;;;;;;TAB;Oculto;MAIN;60
54471F95;1;;;;;;;45.0;range_mean;1.7;range_mean;45.0;range_mean;;;;;IRR;SGX;MAIN;29
54471F95;2;;;66.5;range_mean;90.0;from_dip_cardinal;1300.0;exact;;;;;;;;;TAB;SGX;MAIN;33
54471F95;3;;;;;;;1000.0;exact;;;150.0;exact;;;;;TAB;SGX;MAIN;37
54471F95;4;;;;;;;3000.0;bounded;;;;;;;;;TAB;SGX;MAIN;37
54471F95;5;;;;;;;900.0;exact;;;;;;;;;TAB;SGX;MAIN;39
54471F95;6;;;76.5;range_mean;315.0;from_dip_cardinal;1300.0;exact;;;;;;;;;TAB;SGX;MAIN;41
54471F95;7;;;;;;;1200.0;exact;;;;;;;;;TAB;SGX;MAIN;41
54471F95;8;;;;;;;3000.0;exact;;;;;;;;;TAB;SGX;MAIN;43
54471F95;9;;;;;;;350.0;exact;;;;;;;;;TAB;SGX;MAIN;43
54471F95;10;;;;;;;1100.0;exact;;;;;;;;;TAB;SGX;MAIN;43
54471F95;11;;;;;;;1200.0;exact;;;;;;;;;TAB;SGX;MAIN;44
54471F95;12;;;;;;;;;0.6;bounded|range_mean;;;;;;;TAB;SGX;MAIN;30
54471F95;13;;;;;;;100.0;exact;1.0;bounded;100.0;exact;;;;;LEN;SGX;MAIN;30
54A7F99C;1;;;;;;;600.0;bounded;;;;;;;;;TAB;Onek;MAIN;29
54A7F99C;2;;;;;;;;;30.0;bounded;;;;;;;TAB;Onek;MAIN;28
54A7F99C;3;;;;;;;;;5.0;bounded;;;;;;;TAB;Onek;MAIN;28
54A7F99C;4;;;;;;;;;;;120.0;exact;;;;;TAB;Onek;MAIN;28
544CC1BC;1;;;;;;;760.0;bounded;;;200.0;exact;;;;;IRR;La Providencia;MAIN;54
544CC1BC;2;;;12.5;range_mean;90.0;from_dip_cardinal;;;170.0;exact;;;;;;;LEN;La Providencia;MAIN;49|54
54A9B2B4;1;;redundant_with_ddr;45.0;exact;180.0;from_dip_cardinal;650.0;bounded;9.0;approx_magnitude;;;;;;;TAB;Lucky Queen;MAIN;28
54BDF594;1;;;67.5;range_mean;270.0;from_dip_cardinal;3500.0;exact;30.0;bounded;;;;;;;TAB;Los Ricos South;MAIN;99
54BDF594;2;;;;;;;;;;;;;67.5;range_mean;;;IRR;Los Ricos South;MAIN;99|100
54D1D272;1;;redundant_with_ddr;52.5;range_mean;225.0;from_dip_cardinal;2750.0;range_mean;1.4;range_mean;175.0;bounded|range_mean;;;;;TAB;Rosario Veins;MAIN;37
54D1D272;2;;redundant_with_ddr;52.5;range_mean;225.0;from_dip_cardinal;1500.0;bounded;;;175.0;range_mean;;;;;TAB;Rosario Veins;MAIN;39
54D4910E;1;310.0;exact;;;;;91.4;approx_magnitude;4.6;bounded;914.4;approx_magnitude;;;;;TAB;Galena Complex;MAIN;37|38
54D4910E;2;;;;;;;304.8;exact;0.3;exact;1280.2;bounded;;;;;TAB;Galena Complex;MAIN;38
54D4910E;3;;redundant_with_ddr;70.0;exact;225.0;from_dip_cardinal;365.8;exact;;;274.3;exact;;;;;TAB;Galena Complex;MAIN;39
54D4910E;4;;;;;;;;;61.0;bounded;;;;;;;SWK;Galena Complex;MAIN;40|46
54D4910E;5;;;;;;;609.6;exact;;;853.4;exact;;;;;IRR;Galena Complex;MAIN;41
554286FF;1;;;85.0;exact;315.0;from_dip_cardinal;70.0;exact;15.0;range_mean;140.0;exact;;;;;TAB;Main Pit Zone;MAIN;42
554286FF;2;;;;;;;300.0;from_2d_footprint;200.0;from_2d_footprint;440.0;exact;;;;;TUB;Main Pit Zone;MAIN;42
55D5A0B4;1;;;;;;;800.0;exact;400.0;exact;50.0;exact;;;;;N/A;Parral Tailings;MAIN;36
55D5A0B4;2;;;;;;;600.0;from_2d_footprint;600.0;from_2d_footprint;15.0;exact;;;;;N/A;Parral Tailings;MAIN;36
55B2C8D7;1;;;;;;;1100.0;bounded;;;;;0.0;exact;119.0;exact;TAB;Promontorio;MAIN;72|73
55B2C8D7;2;;;;;;;430.0;bounded;;;;;0.0;exact;119.0;exact;TAB;Travesía;MAIN;72|73
55B2C8D7;3;;;;;;;920.0;bounded;;;;;13.0;exact;124.0;exact;TAB;Europa;MAIN;72|74
55F51666;1;;;;;;;91.4;approx_magnitude;4.6;bounded;914.4;approx_magnitude;;;;;TAB;Galena Mine;MAIN;31|33|37
55F51666;2;;;;;;;304.8;exact;2.4;range_mean;1280.2;bounded;;;;;TAB;Galena Mine;MAIN;33
55F51666;3;;redundant_with_ddr;70.0;exact;225.0;from_dip_cardinal;365.8;exact;;;274.3;exact;;;;;TAB;Galena Mine;MAIN;34
55F51666;4;;;;;;;;;0.6;exact;;;;;;;TAB;Galena Mine;MAIN;34
55F51666;5;;;;;;;;;2.1;range_mean;;;;;;;TAB;Galena Mine;MAIN;35
55F51666;6;;;;;;;;;0.9;range_mean;;;;;;;TAB;Galena Mine;MAIN;35
55F0D648;1;;;;;;;2000.0;exact;1600.0;exact;;;;;;;BXS;Chinchillas;MAIN;40
55F0D648;2;;;5.0;exact;;;700.0;exact;450.0;exact;200.0;exact;;;;;MNT;Chinchillas (Silver Mantos);MAIN;48
55F0D648;3;;;;;;;;;2.0;exact;;;;;;;MNT;Chinchillas (Silver Mantos);MAIN;48
55F0D648;4;;;40.0;exact;0.0;from_dip_cardinal;;;120.0;bounded;600.0;exact;;;;;N/A;Chinchillas (Mantos Basement);MAIN;49
55F0D648;5;;;;;;;280.0;exact;175.0;exact;;;;;;;BXS;Chinchillas (Socavon del Diablo);MAIN;51|52
564952D6;1;;;70.0;exact;225.0;from_dip_cardinal;800.0;bounded;17.5;range_mean;;;;;;;TAB;San Felipe;MAIN;34|35
575F47F3;1;;redundant_with_ddr;60.0;range_mean;225.0;from_dip_cardinal;2000.0;bounded;;;;;;;;;TAB;Palmarejo;MAIN;48
575F47F3;2;;redundant_with_ddr;50.0;exact;225.0;from_dip_cardinal;;;;;;;;;;;TAB;Palmarejo;MAIN;48
575F47F3;3;;;;;;;;;30.0;bounded;;;;;;;IRR;Palmarejo;MAIN;49
57885F08;1;;;;;;;600.0;bounded;;;320.0;bounded;;;;;TAB;Flame & Moth;MAIN;33
57885F08;2;;redundant_with_ddr;66.0;exact;135.0;from_dip_cardinal;250.0;exact;;;300.0;exact;;;;;TAB;Flame & Moth;MAIN;35
57885F08;3;;redundant_with_ddr;62.0;exact;135.0;from_dip_cardinal;220.0;exact;;;290.0;exact;;;;;TAB;Flame & Moth;MAIN;35
57885F08;4;;;;;;;;;30.0;bounded;;;;;;;TAB;Flame & Moth;MAIN;32
57D0F0DB;1;;;;;;;;;1.7;range_mean;45.0;bounded|range_mean;;;;;N/A;SGX;MAIN;37|38
57D0F0DB;2;;;;;;;;;0.6;range_mean;;;;;;;TAB;SGX;MAIN;38
