pdf_hash;body_id;azm_deg;azm_src;dip_deg;dip_src;ddr_deg;ddr_src;stl_m;stl_src;twd_m;twd_src;dwd_m;dwd_src;plg_deg;plg_src;pdr_deg;pdr_src;ore_shape;target_name;target_role;evidence_pages
9C8CE426;1;;;;;;;1300.0;bounded;45.0;range_mean;300.0;exact;;;;;TAB;La India;MAIN;48|49
9C8CE426;2;;;;;;;300.0;approx_magnitude;;;;;;;;;N/A;La India;MAIN;53
9C8CE426;3;;;27.5;range_mean;45.0;from_dip_cardinal;;;;;;;;;;;MNT;La India;MAIN;46|48
9C8CE426;4;;;20.0;range_mean;270.0;from_dip_cardinal;;;;;;;;;;;MNT;La India;MAIN;46|48
9C8CE426;5;;;20.0;range_mean;225.0;from_dip_cardinal;;;;;;;;;;;MNT;La India;MAIN;46|48
9C946A57;1;;;;;;;430.0;exact;48.0;range_mean;;;;;;;TAB;Paddy Mac;MAIN;12
9C946A57;2;;;;;;;80.0;bounded;0.4;exact;;;;;;;TAB;Paddy Mac;MAIN;12
9C946A57;3;;;;;;;;;1.0;exact;;;;;;;TAB;Paddy Mac;MAIN;14
9C946A57;4;;;;;;;;;0.7;exact;;;;;;;TAB;Paddy Mac;MAIN;14
9C946A57;5;;;;;;;;;0.4;exact;;;;;;;TAB;Paddy Mac;MAIN;14
9CEBD570;1;;;;;;;;;1.5;exact;;;;;;;N/A;Mot showing;MAIN;22
9CEC3FEF;1;;;;;;;;;3.0;range_mean;;;;;;;TAB;Kellyn;MAIN;22
9CEC3FEF;2;;;;;;;1.0;bounded;;;;;;;;;IRR;Kellyn;MAIN;22
9CED3A77;1;;;;;;;853.4;from_2d_footprint;731.5;from_2d_footprint;274.3;exact;;;;;SWK;Hasbrouck Mine;MAIN;82
9CED3A77;2;;;60.0;range_mean;0.0;from_dip_cardinal;;;;;;;;;;;N/A;Hasbrouck Mine;MAIN;78
9CED3A77;3;;;;;;;;;0.5;range_mean;;;;;;;TAB;Hasbrouck Mine;MAIN;83
9CED3A77;4;;;;;;;;;0.1;exact;;;;;;;TAB;Hasbrouck Mine;MAIN;84
9CED3A77;5;;;;;;;;;0.1;exact;;;;;;;TAB;Hasbrouck Mine;MAIN;84
9CED3A77;6;;;;;;;;;0.5;bounded;;;;;;;TAB;Hasbrouck Mine;MAIN;84
9CF86DBD;1;;;;;;;1000.0;exact;225.0;range_mean;400.0;bounded;;;;;BXS;Cieneguita Breccia;MAIN;43
9CF86DBD;2;;;25.0;range_mean;247.5;from_dip_cardinal;;;;;;;;;;;N/A;Cieneguita Breccia;MAIN;43
9CF86DBD;3;;;60.0;exact;90.0;from_dip_cardinal;;;;;;;;;;;N/A;Cieneguita Breccia;MAIN;43
9CF86DBD;4;;;;;;;800.0;exact;200.0;exact;;;;;;;N/A;Cieneguita Breccia;MAIN;51
9CF03034;1;;;;;;;700.0;exact;60.0;bounded;500.0;exact;;;;;IRR;Homestake Main;MAIN;55
9CF03034;2;140.0;exact;;;;;800.0;exact;3.0;exact;600.0;exact;;;;;TAB;Homestake Silver;MAIN;55|56
9CF03034;3;;redundant_with_ddr;75.0;range_mean;45.0;from_dip_cardinal;400.0;exact;2.0;range_mean;300.0;exact;;;;;TAB;South Reef;MAIN;56
9D1C3373;1;;;;;;;10000.0;exact;;;;;;;;;TAB;Bonanza Property Iron Formation;MAIN;29|30
9D39AFC7;1;220.0;exact;40.0;exact;;;;;;;;;;;;;SWK;Millennium;MAIN;54
9D39AFC7;2;360.0;range_mean;;;;;;;;;;;;;;;TAB;Millennium;MAIN;55
9D39AFC7;3;90.0;exact;;;;;;;;;;;;;;;TAB;Millennium;MAIN;55
9D39AFC7;4;110.0;exact;;;;;;;;;;;;;;;IRR;Millennium;MAIN;55
9D6DD407;1;;redundant_with_ddr;30.0;range_mean;337.5;from_dip_cardinal;;;0.8;exact;;;;;;;TAB;Coleman Veins;MAIN;49|50
9D6DD407;2;;;45.0;exact;0.0;from_dip_cardinal;;;;;;;;;;;TAB;Lucky Shot Vein;MAIN;45
9D6DD407;3;;;45.0;range_mean;0.0;from_dip_cardinal;800.0;exact;;;;;;;;;TAB;Coleman-Lucky Shot;MAIN;49|56
9DA98636;1;45.0;exact;;;;;1300.0;exact;450.0;exact;;;;;;;N/A;Gediktepe;MAIN;47
9DA98636;2;;;;;;;;;75.0;range_mean;;;;;;;N/A;Gediktepe;MAIN;47
9DA98636;3;;redundant_with_ddr;30.0;range_mean;315.0;from_dip_cardinal;;;;;;;;;;;TAB;Gediktepe;MAIN;44|52
9DA98636;4;;;;;;;;;20.0;exact;;;;;;;LEN;Gediktepe;MAIN;49
9DB5CC19;1;;;75.0;exact;0.0;from_dip_cardinal;;;;;;;;;;;TAB;La Colorada;MAIN;35
9DB5CC19;2;;;;;;;250.0;exact;3.5;range_mean;225.0;bounded;;;;;TAB;La Colorada;MAIN;35
9DB5CC19;3;;;;;;;1100.0;bounded;2.5;exact;;;;;;;TAB;La Colorada;MAIN;35
9DB5CC19;4;;;82.0;exact;0.0;from_dip_cardinal;850.0;exact;2.5;exact;;;;;;;TAB;La Colorada;MAIN;35
9DB5CC19;5;;;;;;;180.0;exact;1.0;exact;;;;;;;TAB;La Colorada;MAIN;35
9DB5CC19;6;;;;;;;;;90.0;bounded;;;;;;;SWK;La Colorada;MAIN;36
9DB5CC19;7;;;50.0;exact;0.0;from_dip_cardinal;450.0;exact;;;300.0;exact;;;;;SWK;La Colorada;MAIN;36
9DB5CC19;8;;;45.0;exact;0.0;from_dip_cardinal;500.0;exact;20.0;exact;100.0;exact;;;;;SWK;La Colorada;MAIN;36
9DB5CC19;9;;;;;;;500.0;exact;;;;;;;;;N/A;La Colorada;MAIN;37
9DD802ED;1;;;;;;;2400.0;exact;300.0;bounded;1000.0;exact;;;;;TAB;Central Deposit;MAIN;57
9DD802ED;2;;;52.5;range_mean;135.0;from_dip_cardinal;850.0;range_mean;60.0;range_mean;;;;;;;TAB;South Zone;MAIN;60
9DD802ED;3;;;52.5;range_mean;135.0;from_dip_cardinal;;;;;;;;;;;LEN;North Zone;MAIN;60
9DD802ED;4;;;;;;;450.0;range_mean;125.0;range_mean;;;45.0;range_mean;;;SWK;Stockwork Zone;MAIN;60
9DD802ED;5;;;;;;;1000.0;exact;40.5;range_mean;650.0;exact;;;;;TAB;SB Zone;MAIN;61
9DFAB4B6;1;;;;;;;;;8.0;exact;;;;;;;N/A;Orofino Pit;MAIN;13
9E495655;1;;;;;;;2500.0;bounded;60.0;bounded;;;;;;;N/A;Irumafimpa-Kora;MAIN;61
9E495655;2;;;60.0;exact;;;;;2.9;range_mean;800.0;bounded;;;;;TAB;Irumafimpa-Kora;MAIN;61|62
9E495655;3;;;;;;;;;1.2;exact;;;;;;;TAB;Irumafimpa-Kora;MAIN;62
9E5AAC6D;1;;;;;;;3600.0;exact;1000.0;exact;250.0;exact;;;;;N/A;Northern Structural Corridor;MAIN;46
9E5AAC6D;2;;redundant_with_ddr;80.0;range_mean;0.0;from_dip_cardinal;600.0;bounded;30.0;bounded;;;;;;;N/A;Granite North Zone;MAIN;49
9E5AAC6D;3;;redundant_with_ddr;80.0;range_mean;180.0;from_dip_cardinal;600.0;bounded;30.0;bounded;;;;;;;N/A;Granite North Zone;MAIN;49
9E5AAC6D;4;;;;;;;1800.0;exact;450.0;exact;;;;;;;N/A;Southwest Zone;MAIN;47
9E5AAC6D;5;;redundant_with_ddr;62.5;range_mean;180.0;from_dip_cardinal;1000.0;bounded;7.0;exact;;;;;;;TAB;Southwest Vein;MAIN;47|49
9E5AAC6D;6;;redundant_with_ddr;70.0;exact;0.0;from_dip_cardinal;259.0;exact;1.1;range_mean;;;;;;;TAB;1 Vein;MAIN;48
9E5AAC6D;7;;redundant_with_ddr;50.0;range_mean;180.0;from_dip_cardinal;1300.0;exact;20.0;bounded;;;;;;;TAB;5 Vein;MAIN;46|48
9E5AAC6D;8;;;;;;;;;3.5;range_mean;;;;;;;TAB;Mt. Hinton Vein System;MAIN;47
9E8814D7;1;;;;;;;1000.0;bounded;85.0;range_mean;2650.0;bounded;;;;;TAB;Horne 5 deposit;MAIN;106
9E8814D7;2;;;;;;;500.0;exact;45.0;range_mean;;;;;;;TUB;Horne 5 deposit;MAIN;108
9E8814D7;3;;;;;;;750.0;bounded;100.0;bounded;;;;;;;N/A;Horne 5 deposit;MAIN;108
9E8814D7;4;;;;;;;750.0;exact;65.0;range_mean;1800.0;exact;;;;;N/A;Horne 5 deposit;MAIN;111
9EC0EC00;1;;redundant_with_ddr;80.0;range_mean;270.0;from_dip_cardinal;800.0;exact;;;135.0;range_mean;;;;;TAB;Abu Marawat;MAIN;31|36|37
9E8E97E4;1;;;;;;;4000.0;bounded;5.0;bounded;300.0;bounded;;;;;TAB;Guanaco;MAIN;109
9E8E97E4;2;;;;;;;;;1.8;range_mean;;;;;;;IRR;Guanaco;MAIN;110
9E8E97E4;3;;;;;;;;;20.0;bounded;;;;;;;IRR;Guanaco;MAIN;110
9E8E97E4;4;;;;;;;500.0;exact;200.0;exact;40.0;bounded;;;;;TAB;Guanaco;MAIN;111
9E8E97E4;5;;;;;;;600.0;exact;300.0;exact;;;;;;;TAB;Guanaco;MAIN;111
9E8E97E4;6;;;;;;;600.0;exact;300.0;exact;160.0;exact;;;;;TAB;Guanaco;MAIN;111
9E8E97E4;7;;;;;;;500.0;exact;250.0;exact;250.0;exact;;;;;TAB;Guanaco;MAIN;119
9E8E97E4;8;;;;;;;1100.0;exact;;;;;;;;;TAB;Guanaco;MAIN;119
9E8E97E4;9;;;;;;;700.0;exact;100.0;exact;150.0;exact;;;;;TAB;Guanaco;MAIN;119
9E8E97E4;10;;;;;;;400.0;exact;70.0;exact;130.0;bounded;;;;;TAB;Guanaco;MAIN;119
9E8E97E4;11;;;;;;;450.0;exact;200.0;exact;;;;;;;TAB;Guanaco;MAIN;119
9E8BCA09;1;;;;;;;2500.0;from_2d_footprint;1600.0;from_2d_footprint;1400.0;exact;;;;;SWK;Goldstorm;MAIN;56
9E8BCA09;2;;;45.0;exact;270.0;from_dip_cardinal;;;;;;;;;;;TAB;Goldstorm;MAIN;57
9E8BCA09;3;;;45.0;exact;315.0;from_dip_cardinal;1100.0;bounded;;;;;;;;;IRR;Goldstorm;MAIN;61
9E8BCA09;4;;;50.0;exact;270.0;from_dip_cardinal;400.0;range_mean;30.0;range_mean;;;;;;;TAB;Goldstorm;MAIN;61
9E8BCA09;5;;;45.0;exact;315.0;from_dip_cardinal;1500.0;exact;200.0;range_mean;1900.0;exact;;;;;TAB;Goldstorm;MAIN;62
9E8BCA09;6;;;;;;;;;;;;;;;;;LEN;Goldstorm;MAIN;63
9E8BCA09;7;;;50.0;exact;270.0;from_dip_cardinal;540.0;range_mean;10.5;range_mean;;;;;;;TAB;Goldstorm;MAIN;63
9E8BCA09;8;;;60.0;exact;270.0;from_dip_cardinal;;;40.0;range_mean;;;;;;;TAB;Goldstorm;MAIN;64
9E8BCA09;9;;;50.0;exact;292.5;from_dip_cardinal;1100.0;bounded;325.0;range_mean;;;;;;;IRR;Goldstorm;MAIN;64
9E8BCA09;10;;;30.0;exact;292.5;from_dip_cardinal;200.0;range_mean;17.5;range_mean;;;;;;;TAB;Goldstorm;MAIN;64
9EC2F63B;1;;;52.5;range_mean;90.0;from_dip_cardinal;823.0;exact;152.0;exact;;;;;;;TAB;Pine Tree - Josephine;MAIN;64|66|70
9EC2F63B;2;;;;;;;;;61.0;bounded;;;;;;;N/A;Pine Tree - Josephine;MAIN;70
9EC2F63B;3;;;;;;;;;53.5;range_mean;;;;;;;N/A;Pine Tree - Josephine;MAIN;71
9EE4F0AD;1;;;;;;;;;0.9;range_mean;;;;;;;TAB;Fort Knox;MAIN;37
9EE4F0AD;2;;;;;;;;;15.0;exact;;;;;;;TAB;Fort Knox;MAIN;39
9EE4F0AD;3;;;;;;;;;8.0;exact;;;;;;;TAB;Fort Knox;MAIN;39
9F0738E8;1;;;;;;;;;20.0;exact;;;;;;;TAB;Géant Dormant;MAIN;38
9F02121D;1;;;40.0;range_mean;45.0;from_dip_cardinal;1000.0;bounded;6.5;range_mean;400.0;exact;;;;;TAB;Eastmain Gold Deposit;MAIN;49
9F02121D;2;;;;;;;;;;;;;60.0;exact;90.0;from_cardinal;IRR;Eastmain Gold Deposit;MAIN;49
9F02121D;3;;;;;;;;;;;;;70.0;exact;270.0;from_cardinal;IRR;Eastmain Gold Deposit;MAIN;49
9F02121D;4;;;;;;;;;;;;;;;0.0;from_cardinal;IRR;Eastmain Gold Deposit;MAIN;49
9F40FA31;1;;;;;;;500.0;bounded;;;200.0;exact;;;;;N/A;Corcoesto;MAIN;44
9F40FA31;2;;redundant_with_ddr;45.0;exact;0.0;from_dip_cardinal;;;;;;;;;;;TAB;Corcoesto;MAIN;44
9F40FA31;3;285.0;range_mean;;;;;;;40.0;bounded;;;;;;;N/A;Corcoesto;MAIN;43|49
9F40FA31;4;70.0;exact;;;;;;;0.8;range_mean;;;;;;;TAB;Corcoesto;MAIN;43|49
9F9213EF;1;;redundant_with_ddr;45.0;exact;315.0;from_dip_cardinal;1000.0;exact;150.0;exact;;;;;;;N/A;Groete Deposit;MAIN;22
9F9213EF;2;;;;;;;;;15.0;exact;;;;;;;N/A;Groete Deposit;MAIN;22
9F9213EF;3;;;;;;;2500.0;exact;21.0;range_mean;;;;;;;N/A;Groete Deposit;MAIN;22|23
9F9213EF;4;;;;;;;4000.0;exact;;;;;;;;;N/A;Groete Deposit;MAIN;22
9F9213EF;5;;;;;;;;;;;22.5;range_mean;;;;;N/A;Groete Deposit;MAIN;23
9F928982;1;315.0;exact;90.0;exact;;;;;;;;;;;;;N/A;Enterprise;MAIN;79
9FB6DEBF;1;;;;;;;;;10.0;bounded;243.8;exact;;;;;MNT;Kidney Pond;MAIN;42|70
9FD82801;1;;;70.0;exact;90.0;from_dip_cardinal;30.0;exact;1.3;exact;;;;;;;TAB;Harry Property;MAIN;29
9FD82801;2;;;;;;;;;50.0;exact;;;;;;;TAB;Harry Property;MAIN;29
9FD82801;3;;;70.0;exact;90.0;from_dip_cardinal;;;31.0;range_mean;;;;;;;TAB;Harry Property;MAIN;29
9FCABAA5;1;;;40.0;exact;180.0;from_dip_cardinal;1000.0;exact;107.5;range_mean;;;;;;;MNT;Airstrip;MAIN;86|92
9FCABAA5;2;;;40.0;exact;180.0;from_dip_cardinal;1000.0;exact;8.5;range_mean;;;;;;;MNT;Airstrip;MAIN;86|92
9FCABAA5;3;;;70.0;exact;180.0;from_dip_cardinal;;;12.5;range_mean;;;;;;;TAB;Airstrip;MAIN;86
9FCABAA5;4;;;70.0;exact;180.0;from_dip_cardinal;;;26.0;range_mean;;;;;;;TAB;Airstrip;MAIN;86
9FCABAA5;5;;;5.0;exact;270.0;from_dip_cardinal;;;;;;;;;;;MNT;Powerline;MAIN;87
9FCABAA5;6;;;10.0;exact;0.0;from_dip_cardinal;;;;;;;;;;;MNT;Powerline;MAIN;87
9FCABAA5;7;;;13.0;exact;332.0;exact;;;;;;;;;;;TAB;Powerline;MAIN;84|85
9FCABAA5;8;;;18.0;exact;345.0;exact;;;;;;;;;;;TAB;Aurex Hill;MAIN;85
9FCABAA5;9;;;;;;;;;16.0;exact;;;;;;;MNT;Powerline;MAIN;87
9FCABAA5;10;;;;;;;;;14.0;exact;;;;;;;MNT;Powerline;MAIN;87
9FCABAA5;11;;;;;;;;;20.0;exact;;;;;;;MNT;Powerline;MAIN;87
9FCABAA5;12;;;;;;;;;10.0;exact;;;;;;;MNT;Powerline;MAIN;87
9FCABAA5;13;;;;;;;;;11.0;exact;;;;;;;MNT;Powerline;MAIN;87
A05E7735;1;;;;;;;1600.0;exact;600.0;exact;500.0;exact;18.0;exact;68.0;exact;IRR;Eagle Zone;MAIN;67|71
A05E7735;2;72.5;range_mean;;;;;;;5.5;bounded|range_mean;;;;;;;N/A;Eagle Zone;MAIN;65
A0CF1AAF;1;;;75.0;range_mean;;;2500.0;bounded;60.0;bounded;1200.0;bounded;;;;;SWK;Kora Consolidated;MAIN;53|54
A0CF1AAF;2;;;;;;;;;1.0;exact;;;;;;;TAB;Kora Consolidated;MAIN;54
A0CF1AAF;3;;;;;;;;;3.0;bounded|approx_magnitude|bounded;;;;;;;TAB;Kora Consolidated;MAIN;54
A0CF1AAF;4;;;;;;;;;3.4;exact;;;;;;;TAB;Kora Consolidated;MAIN;54
A080DDCA;1;;;;;;;100.0;bounded;8.2;bounded|range_mean;;;;;;;IRR;La Lajita;MAIN;28
A080DDCA;2;;;50.0;range_mean;225.0;from_dip_cardinal;;;17.5;range_mean;;;;;;;IRR;La Lajita;MAIN;28
A080DDCA;3;;;47.5;range_mean;225.0;from_dip_cardinal;150.0;exact;;;;;;;;;IRR;La Lajita;MAIN;29
A080DDCA;4;;;;;;;;;20.0;exact;;;;;;;IRR;La Lajita;MAIN;29
A080DDCA;5;;;;;;;;;50.0;bounded;;;;;;;IRR;La Lajita;MAIN;37
A07C0673;1;;;;;;;;;4.0;bounded;;;;;;;TAB;Cerro Moro;MAIN;53
A07C0673;2;;;;;;;;;12.5;range_mean;;;;;;;SWK;Cerro Moro;MAIN;53
A07C0673;3;;;;;;;600.0;range_mean;;;;;;;;;TAB;Cerro Moro;MAIN;53
A07C0673;4;;;;;;;;;;;250.0;exact;;;135.0;from_cardinal;IRR;Cerro Moro;MAIN;54
